# id x y z volume density
0 -0.25 0.0 0.5   
1 0.25 0.0 0.5   
2 0.75 0.0 0.5   
3 1.25 0.0 0.5   
4 1.75 0.0 0.5   
5 2.25 0.0 0.5   
6 2.75 0.0 0.5   
7 3.25 0.0 0.5   
8 3.75 0.0 0.5   
9 4.25 0.0 0.5   
10 4.75 0.0 0.5   
11 5.25 0.0 0.5   
12 5.75 0.0 0.5   
13 6.25 0.0 0.5   
14 6.75 0.0 0.5   
15 7.25 0.0 0.5   
16 7.75 0.0 0.5   
17 8.25 0.0 0.5   
18 8.75 0.0 0.5   
19 9.25 0.0 0.5   
20 9.75 0.0 0.5   
21 10.25 0.0 0.5   
22 10.75 0.0 0.5   
23 11.25 0.0 0.5   
24 11.75 0.0 0.5   
25 12.25 0.0 0.5   
26 12.75 0.0 0.5   
27 13.25 0.0 0.5   
28 13.75 0.0 0.5   
29 14.25 0.0 0.5   
30 14.75 0.0 0.5   
31 15.25 0.0 0.5   
32 15.75 0.0 0.5   
33 -0.25 -0.5 0.5   
34 0.25 -0.5 0.5   
35 0.75 -0.5 0.5   
36 1.25 -0.5 0.5   
37 1.75 -0.5 0.5   
38 2.25 -0.5 0.5   
39 2.75 -0.5 0.5   
40 3.25 -0.5 0.5   
41 3.75 -0.5 0.5   
42 4.25 -0.5 0.5   
43 4.75 -0.5 0.5   
44 5.25 -0.5 0.5   
45 5.75 -0.5 0.5   
46 6.25 -0.5 0.5   
47 6.75 -0.5 0.5   
48 7.25 -0.5 0.5   
49 7.75 -0.5 0.5   
50 8.25 -0.5 0.5   
51 8.75 -0.5 0.5   
52 9.25 -0.5 0.5   
53 9.75 -0.5 0.5   
54 10.25 -0.5 0.5   
55 10.75 -0.5 0.5   
56 11.25 -0.5 0.5   
57 11.75 -0.5 0.5   
58 12.25 -0.5 0.5   
59 12.75 -0.5 0.5   
60 13.25 -0.5 0.5   
61 13.75 -0.5 0.5   
62 14.25 -0.5 0.5   
63 14.75 -0.5 0.5   
64 15.25 -0.5 0.5   
65 15.75 -0.5 0.5   
66 -0.25 0.5 0.5   
67 0.25 0.5 0.5   
68 0.75 0.5 0.5   
69 1.25 0.5 0.5   
70 1.75 0.5 0.5   
71 2.25 0.5 0.5   
72 2.75 0.5 0.5   
73 3.25 0.5 0.5   
74 3.75 0.5 0.5   
75 4.25 0.5 0.5   
76 4.75 0.5 0.5   
77 5.25 0.5 0.5   
78 5.75 0.5 0.5   
79 6.25 0.5 0.5   
80 6.75 0.5 0.5   
81 7.25 0.5 0.5   
82 7.75 0.5 0.5   
83 8.25 0.5 0.5   
84 8.75 0.5 0.5   
85 9.25 0.5 0.5   
86 9.75 0.5 0.5   
87 10.25 0.5 0.5   
88 10.75 0.5 0.5   
89 11.25 0.5 0.5   
90 11.75 0.5 0.5   
91 12.25 0.5 0.5   
92 12.75 0.5 0.5   
93 13.25 0.5 0.5   
94 13.75 0.5 0.5   
95 14.25 0.5 0.5   
96 14.75 0.5 0.5   
97 15.25 0.5 0.5   
98 15.75 0.5 0.5   
