# id x y z volume density
0 -0.25 0.5    
1 0.2525 0.5    
2 0.7575 0.5    
3 1.2625 0.5    
4 1.7675 0.5    
5 2.2725 0.5    
6 2.7775 0.5    
7 3.2825 0.5    
8 3.7875 0.5    
9 4.2925 0.5    
10 4.7975 0.5    
11 5.3025 0.5    
12 5.8075 0.5    
13 6.3125 0.5    
14 6.8175 0.5    
15 7.3225 0.5    
16 7.8275 0.5    
17 8.3325 0.5    
18 8.8375 0.5    
19 9.3425 0.5    
20 9.8475 0.5    
21 10.3525 0.5    
22 10.8575 0.5    
23 11.3625 0.5    
24 11.8675 0.5    
25 12.3725 0.5    
26 12.8775 0.5    
27 13.3825 0.5    
28 13.8875 0.5    
29 14.3925 0.5    
30 14.8975 0.5    
31 15.4025 0.5    
32 15.9075 0.5
