# id x y z volume density
0 -0.25 0.0 0.0 0.5
1 0.25 0.0 0.0 0.5
2 0.75 0.0 0.0 0.5
3 1.25 0.0 0.0 0.5
4 1.75 0.0 0.0 0.5
5 2.25 0.0 0.0 0.5
6 2.75 0.0 0.0 0.5
7 3.25 0.0 0.0 0.5
8 3.75 0.0 0.0 0.5
9 4.25 0.0 0.0 0.5
10 4.75 0.0 0.0 0.5
11 5.25 0.0 0.0 0.5
12 5.75 0.0 0.0 0.5
13 6.25 0.0 0.0 0.5
14 6.75 0.0 0.0 0.5
15 7.25 0.0 0.0 0.5
16 7.75 0.0 0.0 0.5
17 8.25 0.0 0.0 0.5
18 8.75 0.0 0.0 0.5
19 9.25 0.0 0.0 0.5
20 9.75 0.0 0.0 0.5
21 10.25 0.0 0.0 0.5
22 10.75 0.0 0.0 0.5
23 11.25 0.0 0.0 0.5
24 11.75 0.0 0.0 0.5
25 12.25 0.0 0.0 0.5
26 12.75 0.0 0.0 0.5
27 13.25 0.0 0.0 0.5
28 13.75 0.0 0.0 0.5
29 14.25 0.0 0.0 0.5
30 14.75 0.0 0.0 0.5
31 15.25 0.0 0.0 0.5
32 15.75 0.0 0.0 0.5
